Id|OrderNo|BranchId|BranchName|IsAgency|PoIndex|PoName|PoIndexNo
879|879|55|ŞƏKI|0|Az5531|ŞƏKIKƏND PŞ|5531
880|880|55|ŞƏKI|0|Az5532|ŞORSU PŞ|5532
881|881|55|ŞƏKI|0|Az5533|TURAN PŞ|5533
882|882|55|ŞƏKI|0|Az5534|BILƏCIK PŞ|5534
883|883|55|ŞƏKI|0|Az5535|AYDINBULAQ PŞ|5535
884|884|55|ŞƏKI|0|Az5536|ORAVAN PŞ|5536
885|885|55|ŞƏKI|0|Az5537|BAŞ GÖYNÜK-2|5537
886|886|55|ŞƏKI|0|Az5540|KÖBƏR ZƏYZID PŞ|5540
887|887|55|ŞƏKI|1|Az5500|MEHKEME PA|5500
888|888|55|ŞƏKI|1|Az5500|BAZAR PA|5500
889|889|55|ŞƏKI|1|Az5504|MERO-PASPORT_STOL PA|5504
890|890|55|ŞƏKI|1|Az5504|DYP PA|5504
891|891|55|ŞƏKI|1|Az5514|BAŞ GÖYNÜK-1 PA|5514
892|892|56|ŞAMAXI|0|Az5600|MƏRKƏZI PŞ|5600
893|893|56|ŞAMAXI|0|Az5601|1 SAYLI PŞ|5601
894|894|56|ŞAMAXI|0|Az5602|2 SAYLI PŞ|5602
895|895|56|ŞAMAXI|0|Az5611|QIZMEYDAN PŞ|5611
896|896|56|ŞAMAXI|0|Az5612|BAĞIRLI PŞ|5612
897|897|56|ŞAMAXI|0|Az5613|CABANI PŞ|5613
898|898|56|ŞAMAXI|0|Az5614|ÇUXURYURD PŞ|5614
899|899|56|ŞAMAXI|0|Az5615|GÖYLƏR PŞ|5615
900|900|56|ŞAMAXI|0|Az5616|GÜNƏŞLI PŞ|5616
901|901|56|ŞAMAXI|0|Az5617|MƏDRƏSƏ PŞ|5617
902|902|56|ŞAMAXI|0|Az5618|NAĞARAXANA PŞ|5618
903|903|56|ŞAMAXI|0|Az5619|SABIR PŞ|5619
904|904|56|ŞAMAXI|0|Az5620|QUŞÇU PŞ|5620
905|905|56|ŞAMAXI|0|Az5621|MIRIKƏND PŞ|5621
906|906|56|ŞAMAXI|0|Az5623|ÇARHAN PŞ|5623
907|907|56|ŞAMAXI|0|Az5626|PIRQULU PŞ|5626
908|908|56|ŞAMAXI|0|Az5627|MUĞANLI PŞ|5627
909|909|56|ŞAMAXI|0|Az5628|MƏLIKÇOBANLI PŞ|5628
910|910|56|ŞAMAXI|0|Az5629|MƏLHƏM PŞ|5629
911|911|56|ŞAMAXI|1|Az5600|Shamaxi DYP PA|5600
912|912|57|ŞƏMKIR|0|Az5700|MƏRKƏZI PŞ|5700
913|913|57|ŞƏMKIR|0|Az5704|4 SAYLI PŞ|5704
914|914|57|ŞƏMKIR|0|Az5705|5 SAYLI PŞ|5705
915|915|57|ŞƏMKIR|0|Az5706|6 SAYLI PŞ|5706
916|916|57|ŞƏMKIR|0|Az5711|AŞAĞI SEYFƏLI PŞ|5711
917|917|57|ŞƏMKIR|0|Az5712|ÇƏNLIBEL PŞ|5712
918|918|57|ŞƏMKIR|0|Az5713|ÇINARLI PŞ|5713
919|919|57|ŞƏMKIR|0|Az5714|DƏLLƏR CƏYIR PŞ|5714
920|920|57|ŞƏMKIR|0|Az5715|DƏLLƏR PŞ|5715
921|921|57|ŞƏMKIR|0|Az5716|DÜYƏRLI PŞ|5716
922|922|57|ŞƏMKIR|0|Az5717|ƏLIYAQUBLU PŞ|5717
923|923|57|ŞƏMKIR|0|Az5718|IRMAŞLI PŞ|5718
924|924|57|ŞƏMKIR|0|Az5719|KÖNÜLLÜ PŞ|5719
925|925|57|ŞƏMKIR|0|Az5720|KÜR PŞ|5720
926|926|57|ŞƏMKIR|0|Az5721|QARACƏMIRLI PŞ|5721
927|927|57|ŞƏMKIR|0|Az5722|MUXTARIYYƏT PŞ|5722
928|928|57|ŞƏMKIR|0|Az5723|PLANKƏND PŞ|5723
929|929|57|ŞƏMKIR|0|Az5724|SABIRKƏND PŞ|5724
930|930|57|ŞƏMKIR|0|Az5725|ŞƏMKIR VAĞZAL PŞ|5725
931|931|57|ŞƏMKIR|0|Az5726|ŞIŞTƏPƏ PŞ|5726
932|932|57|ŞƏMKIR|0|Az5729|ZƏYƏM CIRDAXAN PŞ|5729
933|933|57|ŞƏMKIR|0|Az5730|ZƏYƏM PŞ - 3G Muveqqeti|5730
934|934|57|ŞƏMKIR|0|Az5732|IPƏK YOLU PŞ|5732
935|935|57|ŞƏMKIR|0|Az5733|ÇAPARLI PŞ|5733
936|936|57|ŞƏMKIR|0|Az5734|MAHMUDLU PŞ|5734
937|937|57|ŞƏMKIR|0|Az5735|XULUF (AŞAĞI KEÇILI) PŞ|5735
938|938|57|ŞƏMKIR|0|Az5736|BAYRAMLI PŞ|5736
939|939|57|ŞƏMKIR|0|Az5737|DƏLLƏR CIRDAXAN PŞ|5737
940|940|57|ŞƏMKIR|0|Az5739|YENI HƏYAT PŞ|5739
941|941|57|ŞƏMKIR|0|Az5740|QAPANLI PŞ|5740
942|942|57|ŞƏMKIR|0|Az5741|TATARLI PŞ|5741
943|943|57|ŞƏMKIR|0|Az5742|QASIMALLAR PŞ|5742
944|944|57|ŞƏMKIR|0|Az5743|QILINCBƏYLI PŞ|5743
945|945|57|ŞƏMKIR|0|Az5745|DƏLLƏR DAŞBULAQ PŞ|5745
946|946|58|ŞUŞA RRQ|0|Az5800|ŞUŞA|5800
947|947|59|TƏR-TƏR|0|Az5900|MƏRKƏZI PŞ|5900
948|948|59|TƏR-TƏR|0|Az5902|2 SAYLI PŞ|5902
949|949|59|TƏR-TƏR|0|Az5911|AZADQARAQOYUNLU PŞ|5911
950|950|59|TƏR-TƏR|0|Az5912|BƏYIMSAROV PŞ|5912
951|951|59|TƏR-TƏR|0|Az5915|DƏMIRÇILƏR PŞ|5915
952|952|59|TƏR-TƏR|0|Az5918|HACIQƏRVƏND PŞ|5918
953|953|59|TƏR-TƏR|0|Az5922|QARADAĞLI PŞ|5922
954|954|59|TƏR-TƏR|0|Az5923|QARAĞACI PŞ|5923
955|955|59|TƏR-TƏR|0|Az5924|QAYNAQ PŞ|5924
956|956|59|TƏR-TƏR|0|Az5926|SAROV PŞ|5926
957|957|59|TƏR-TƏR|0|Az5927|SEYDIMLI PŞ|5927
958|958|59|TƏR-TƏR|0|Az5928|ƏLƏSGƏRLI PŞ|5928
959|959|59|TƏR-TƏR|0|Az5929|SƏHLABAD PŞ|5929
960|960|60|TOVUZ|0|Az6000|MƏRKƏZI PŞ|6000
961|961|60|TOVUZ|0|Az6001|1 SAYLI PŞ|6001
962|962|60|TOVUZ|0|Az6002|2 SAYLI PŞ|6002
963|963|60|TOVUZ|0|Az6011|ABULBƏYLI PŞ|6011
964|964|60|TOVUZ|0|Az6012|ALAKOL PŞ|6012
965|965|60|TOVUZ|0|Az6014|ƏYYUBLU PŞ|6014
966|966|60|TOVUZ|0|Az6015|AŞAĞI QUŞÇU PŞ|6015
967|967|60|TOVUZ|0|Az6016|AŞAĞI ÖYSÜZLÜ PŞ|6016
968|968|60|TOVUZ|0|Az6017|AZAFLI PŞ|6017
969|969|60|TOVUZ|0|Az6018|BOZALQANLI PŞ|6018
970|970|60|TOVUZ|0|Az6022|DONDAR QUŞCU PŞ|6022
971|971|60|TOVUZ|0|Az6023|DÖNÜK QIRIXLI PŞ|6023
972|972|60|TOVUZ|0|Az6024|DÜZ CIRDAXAN PŞ|6024
973|973|60|TOVUZ|0|Az6025|DÜZ QIRIXLI PŞ|6025
974|974|60|TOVUZ|0|Az6026|ƏLIBƏYLI PŞ|6026
975|975|60|TOVUZ|0|Az6027|ƏLIMƏRDANLI PŞ|6027
976|976|60|TOVUZ|0|Az6028|ƏSRIK CIRDAXAN PŞ|6028
977|977|60|TOVUZ|0|Az6030|QARAXANLI PŞ|6030
978|978|60|TOVUZ|0|Az6033|XATINLI PŞ|6033
979|979|60|TOVUZ|0|Az6035|QOVLAR PŞ|6035
980|980|60|TOVUZ|0|Az6039|YANIXLI PŞ|6039
981|981|60|TOVUZ|0|Az6040|YUXARI ÖYSÜZLÜ PŞ|6040
982|982|60|TOVUZ|0|Az6041|IBRAHIMHACILI PŞ|6041
983|983|60|TOVUZ|0|Az6044|MULKULU PŞ|6044
984|984|61|UCAR|0|Az6100|MƏRKƏZI PŞ|6100
985|985|61|UCAR|0|Az6102|2 SAYLI PŞ|6102
986|986|61|UCAR|0|Az6111|QAZIQUMLAQ PŞ|6111
987|987|61|UCAR|0|Az6112|ALPOUT PŞ|6112
988|988|61|UCAR|0|Az6113|BƏRGÜŞAD PŞ|6113
989|989|61|UCAR|0|Az6114|KÜÇƏKƏND PŞ|6114
990|990|61|UCAR|0|Az6115|BOYAT PŞ|6115
991|991|61|UCAR|0|Az6116|QARABÖRK PŞ|6116
992|992|61|UCAR|0|Az6117|QARACALLI PŞ|6117
993|993|61|UCAR|0|Az6118|QARADAĞLI PŞ|6118
994|994|61|UCAR|0|Az6119|QƏZYAN PŞ|6119
995|995|61|UCAR|0|Az6120|QULABƏND PŞ|6120
996|996|61|UCAR|0|Az6121|LƏK PŞ|6121
997|997|61|UCAR|0|Az6122|RAMAL PŞ|6122
998|998|61|UCAR|0|Az6123|TƏZƏ ŞILYAN PŞ|6123
999|999|61|UCAR|0|Az6124|YUXARI ŞILYAN PŞ|6124
1000|1000|61|UCAR|0|Az6125|MÜSÜSLÜ PŞ|6125
1001|1001|61|UCAR|0|Az6126|MƏLIKBALLI PŞ|6126
1002|1002|61|UCAR|0|Az6127|XƏLƏC PŞ|6127
1003|1003|61|UCAR|0|Az6128|ŞAHLIQ PŞ|6128
1004|1004|61|UCAR|1|Az6100|UCAR-1 PA Cumshud|6100
1005|1005|62|ZAQATALA|0|Az6200|MƏRKƏZI PŞ|6200
1006|1006|62|ZAQATALA|0|Az6201|1SAYLI PŞ|6201
1007|1007|62|ZAQATALA|0|Az6202|2 SAYLI PŞ|6202
1008|1008|62|ZAQATALA|0|Az6203|3 SAYLI PŞ|6203
1009|1009|62|ZAQATALA|0|Az6204|4 SAYLI PŞ|6204
1010|1010|62|ZAQATALA|0|Az6205|5 SAYLI PŞ|6205
1011|1011|62|ZAQATALA|0|Az6206|6 SAYLI PŞ|6206
1012|1012|62|ZAQATALA|0|Az6212|AŞAĞI TALA PŞ|6212
1013|1013|62|ZAQATALA|0|Az6213|BƏHMƏDLI PŞ|6213
1014|1014|62|ZAQATALA|0|Az6214|CAR PŞ|6214
1015|1015|62|ZAQATALA|0|Az6215|ÇOBANKOL PŞ|6215
1016|1016|62|ZAQATALA|0|Az6216|DANAÇI PŞ|6216
1017|1017|62|ZAQATALA|0|Az6217|ÜÇÜNSÜ TALA PŞ|6217
1018|1018|62|ZAQATALA|0|Az6218|ƏLIABAD PŞ|6218
1019|1019|62|ZAQATALA|0|Az6219|ƏLIABAD-1 PŞ|6219
1020|1020|62|ZAQATALA|0|Az6220|DAĞLI PŞ|6220
1021|1021|62|ZAQATALA|0|Az6222|GÖYƏM PŞ|6222
1022|1022|62|ZAQATALA|0|Az6223|GÖZBARAX PŞ|6223
1023|1023|62|ZAQATALA|0|Az6225|QANDAX PŞ|6225
1024|1024|62|ZAQATALA|0|Az6227|QIMIR PŞ|6227
1025|1025|62|ZAQATALA|0|Az6229|MAKOV PŞ|6229
1026|1026|62|ZAQATALA|0|Az6230|MAZIX PŞ|6230
1027|1027|62|ZAQATALA|0|Az6231|MOSUL PŞ|6231
1028|1028|62|ZAQATALA|0|Az6232|MUĞANLI PŞ|6232
1029|1029|62|ZAQATALA|0|Az6233|MUXAX PŞ|6233
1030|1030|62|ZAQATALA|0|Az6236|YENI SUVAĞIL PŞ|6236
1031|1031|62|ZAQATALA|0|Az6237|YENGIYAN PŞ|6237
1032|1032|62|ZAQATALA|0|Az6238|YUXARI ÇARDAXLAR PŞ|6238
1033|1033|62|ZAQATALA|0|Az6239|YUXARI TALA PŞ|6239
1034|1034|62|ZAQATALA|0|Az6240|LAHIC PŞ|6240
1035|1035|63|ZƏRDAB|0|Az6300|MƏRKƏZI PŞ|6300
1036|1036|63|ZƏRDAB|0|Az6301|1 SAYLI PŞ|6301
1037|1037|63|ZƏRDAB|0|Az6312|BIÇAQÇI PŞ|6312
1038|1038|63|ZƏRDAB|0|Az6313|ÇALLI PŞ|6313
1039|1039|63|ZƏRDAB|0|Az6315|GƏLMƏ PŞ|6315
1040|1040|63|ZƏRDAB|0|Az6316|QORUQBAĞI PŞ|6316
1041|1041|63|ZƏRDAB|0|Az6317|QARAVƏLLI PŞ|6317
1042|1042|63|ZƏRDAB|0|Az6319|MƏLIKLI PŞ|6319
1043|1043|63|ZƏRDAB|0|Az6321|MƏMMƏDQASIMLI PŞ|6321
1044|1044|63|ZƏRDAB|0|Az6322|ƏLVƏND PŞ|6322
1045|1045|63|ZƏRDAB|0|Az6323|PƏRVANLI PŞ|6323
1046|1046|63|ZƏRDAB|0|Az6324|SƏFDƏXAL PŞ|6324
1047|1047|63|ZƏRDAB|0|Az6325|YARMƏMMƏDBAĞI  PŞ|6325
1048|1048|63|ZƏRDAB|0|Az6328|TƏZƏKƏND PŞ|6328
1049|1049|64|ZƏNGILAN RRQ|0|Az6400|ZƏNGILAN RRQ|6400
1050|1050|65|YARDIMLI|0|Az6500|MƏRKƏZI PŞ|6500
1051|1051|65|YARDIMLI|0|Az6510|AVAŞ PŞ|6510
1052|1052|65|YARDIMLI|0|Az6512|ARUS  PŞ|6512
1053|1053|65|YARDIMLI|0|Az6515|ÇAYÜZÜ PŞ|6515
1054|1054|65|YARDIMLI|0|Az6518|KÖRYƏDI PŞ|6518
1055|1055|65|YARDIMLI|0|Az6523|ŞƏFƏQLI PŞ|6523
1056|1056|65|YARDIMLI|0|Az6526|VƏRGƏDÜZ PŞ|6526
1057|1057|66|YEVLAX|0|Az6600|MƏRKƏZI PŞ|6600
1058|1058|66|YEVLAX|0|Az6601|1 SAYLI PŞ|6601
1059|1059|66|YEVLAX|0|Az6602|2 SAYLI PŞ|6602
1060|1060|66|YEVLAX|0|Az6603|3 SAYLI PŞ|6603
1061|1061|66|YEVLAX|0|Az6604|4 SAYLI  PŞ|6604
1062|1062|66|YEVLAX|0|Az6605|5 SAYLI PŞ|6605
1063|1063|66|YEVLAX|0|Az6611|ARAN 1 PŞ|6611
1064|1064|66|YEVLAX|0|Az6612|ARAN 2 PŞ|6612
1065|1065|66|YEVLAX|0|Az6613|AŞAĞI BUCAQ PŞ|6613
1066|1066|66|YEVLAX|0|Az6614|NƏRIMANABAD  PŞ|6614
1067|1067|66|YEVLAX|0|Az6616|HÜRÜUŞAĞI PŞ|6616
1068|1068|66|YEVLAX|0|Az6617|HACISELLI PŞ|6617
1069|1069|66|YEVLAX|0|Az6619|XALDAN PŞ|6619
1070|1070|66|YEVLAX|0|Az6620|XANABAD PŞ|6620
1071|1071|66|YEVLAX|0|Az6621|KÖVƏR PŞ|6621
1072|1072|66|YEVLAX|0|Az6622|QARAMANLI PŞ|6622
1073|1073|66|YEVLAX|0|Az6623|QARAMƏMMƏDLI PŞ|6623
1074|1074|66|YEVLAX|0|Az6624|QOYUNBINƏSI PŞ|6624
1075|1075|66|YEVLAX|0|Az6625|MALBINƏSI PŞ|6625
1076|1076|66|YEVLAX|0|Az6626|MEYVƏLI PŞ|6626
1077|1077|66|YEVLAX|0|Az6627|NEMƏTABAD PŞ|6627
1078|1078|66|YEVLAX|0|Az6629|NURALLAR PŞ|6629
1079|1079|66|YEVLAX|0|Az6631|SALAHLI PŞ|6631
1080|1080|66|YEVLAX|0|Az6632|SƏMƏDABAD PŞ|6632
1081|1081|66|YEVLAX|0|Az6633|TANRIQULLAR PŞ|6633
1082|1082|66|YEVLAX|0|Az6634|GÜLÖVŞƏ PŞ|6634
1083|1083|66|YEVLAX|0|Az6636|YUXARI QARXUN PŞ|6636
1084|1084|66|YEVLAX|1|Az6600|DYP  YEVLAX  PA|6600
1085|1085|66|YEVLAX|1|Az6600|OVIR Yevlax|6600
1086|1086|66|YEVLAX|1|Az6617|HAVARLI PA|6617
1087|1087|66|YEVLAX|1|Az6631|VARVARA PA|6631
1088|1088|66|YEVLAX|1|Az6631|BALÇILI PA|6631
1089|1089|80|XIZI|0|Az8000|MƏRKƏZI PŞ|8000
1090|1090|80|XIZI|0|Az8011|GILƏZI PŞ|8011
1091|1091|80|XIZI|1|Az8000|ALTIAĞAC PA|8000
1092|1092|80|XIZI|1|Az8000|YENI YAŞMA PA|8000
1093|1093|101|1 SAYLI PF|0|Az1000|MƏRKƏZI PŞ|1000
1094|1094|101|1 SAYLI PF|0|Az1001|BAKI-1|1001
1095|1095|101|1 SAYLI PF|0|Az1005|BAKI-5|1005
1096|1096|101|1 SAYLI PF|0|Az1007|BAKI-7|1007
1097|1097|101|1 SAYLI PF|0|Az1010|BAKI-10|1010
1098|1098|101|1 SAYLI PF|0|Az1014|BAKI-14|1014
1099|1099|101|1 SAYLI PF|0|Az1020|BAKI-20|1020
1100|1100|101|1 SAYLI PF|0|Az1022|BAKI-22|1022
1101|1101|101|1 SAYLI PF|0|Az1025|BAKI-25|1025
1102|1102|101|1 SAYLI PF|0|Az1033|BAKI-33|1033
1103|1103|101|1 SAYLI PF|0|Az1066|BAKI-66|1066
1104|1104|101|1 SAYLI PF|0|Az1152|BAKI-152|1152
1105|1105|101|1 SAYLI PF|0|Az1154|BAKI-154|1154
1106|1106|101|1 SAYLI PF|0|Az9191|MXSH|9191
1107|1107|101|1 SAYLI PF|1|Az1000|BAKI-1000/1 PA|1000
1108|1108|101|1 SAYLI PF|1|Az1001|BAKI-1001/1 PA|1001
1109|1109|101|1 SAYLI PF|1|Az1007|BAKI-1007/1 PA|1007
1110|1110|101|1 SAYLI PF|1|Az1010|BAKI-1010/1 PA|1010
1111|1111|101|1 SAYLI PF|1|Az1010|BAKI-1010/2 PA|1010
1112|1112|101|1 SAYLI PF|1|Az1025||1025
1113|1113|102|2 SAYLI PF|0|Az1006|BAKI-6|1006
1114|1114|102|2 SAYLI PF|0|Az1009|BAKI-9|1009
1115|1115|102|2 SAYLI PF|0|Az1012|BAKI-12|1012
1116|1116|102|2 SAYLI PF|0|Az1017|BAKI-17|1017
1117|1117|102|2 SAYLI PF|0|Az1065|BAKI-65|1065
1118|1118|102|2 SAYLI PF|0|Az1070|BAKI-70|1070
1119|1119|102|2 SAYLI PF|0|Az1073|BAKI-73|1073
1120|1120|102|2 SAYLI PF|0|Az1078|BAKI-78|1078
1121|1121|102|2 SAYLI PF|0|Az1100|BAKI-100|1100
1122|1122|102|2 SAYLI PF|0|Az1102|BAKI-102|1102
1123|1123|102|2 SAYLI PF|0|Az1106|BAKI-106|1106
1124|1124|102|2 SAYLI PF|0|Az1111|BAKI-111|1111
1125|1125|102|2 SAYLI PF|0|Az1117|BAKI-117|1117
1126|1126|102|2 SAYLI PF|0|Az1122|BAKI-122|1122
1127|1127|102|2 SAYLI PF|0|Az1134|BAKI-134|1134
1128|1128|102|2 SAYLI PF|0|Az1136|BAKI-136|1136
1129|1129|102|2 SAYLI PF|0|Az1138|BAKI-138|1138
1130|1130|102|2 SAYLI PF|0|Az1141|BAKI-141|1141
1131|1131|102|2 SAYLI PF|0|Az1143|BAKI-143|1143
1132|1132|102|2 SAYLI PF|0|Az1144|BAKI-144|1144
1133|1133|102|2 SAYLI PF|0|Az1145|BAKI-145|1145
1134|1134|102|2 SAYLI PF|0|Az1146|BAKI-146|1146
1135|1135|102|2 SAYLI PF|0|Az1148|BAKI-148|1148
1136|1136|102|2 SAYLI PF|0|Az1153|BAKI-153|1153
1137|1137|102|2 SAYLI PF|0|Az2600|XANKƏNDI PŞ|2600
1138|1138|102|2 SAYLI PF|1|Az1006|BAKI-1006/1 PA AzTv|1006
1139|1139|102|2 SAYLI PF|1|Az1073|BAKI-73/2 PA|1073
1140|1140|102|2 SAYLI PF|1|Az1073|BAKI-73/1 PA|1073
1141|1141|102|2 SAYLI PF|1|Az1117|BILƏCƏRI PA|1117
1142|1142|102|2 SAYLI PF|1|Az1122|BAKI-122/1AzTelekom|1122
1143|1143|102|2 SAYLI PF|1|Az1122|BAKI-122/1AzerIshiq|1122
1144|1144|102|2 SAYLI PF|1|Az1138|BAKI-138/1 PA|1138
1145|1145|103|3 SAYLI PF|0|Az1002|BAKI-2|1002
1146|1146|103|3 SAYLI PF|0|Az1015|BAKI-15|1015
1147|1147|103|3 SAYLI PF|0|Az1016|BAKI-16|1016
1148|1148|103|3 SAYLI PF|0|Az1018|BAKI-18|1018
1149|1149|103|3 SAYLI PF|0|Az1026|BAKI-26|1026
1150|1150|103|3 SAYLI PF|0|Az1027|BAKI-27|1027
1151|1151|103|3 SAYLI PF|0|Az1030|BAKI-30|1030
1152|1152|103|3 SAYLI PF|0|Az1031|BAKI-31|1031
1153|1153|103|3 SAYLI PF|0|Az1032|BAKI-32|1032
1154|1154|103|3 SAYLI PF|0|Az1034|BAKI-34|1034
1155|1155|103|3 SAYLI PF|0|Az1035|BAKI-35|1035
1156|1156|103|3 SAYLI PF|0|Az1040|BAKI-40|1040
1157|1157|103|3 SAYLI PF|0|Az1047|BAKI-47|1047
1158|1158|103|3 SAYLI PF|0|Az1048|BAKI-48|1048
1159|1159|103|3 SAYLI PF|0|Az1060|BAKI-60|1060
1160|1160|103|3 SAYLI PF|0|Az1067|BAKI-67|1067
1161|1161|103|3 SAYLI PF|0|Az1074|BAKI-74|1074
1162|1162|103|3 SAYLI PF|0|Az1091|BAKI-91|1091
1163|1163|103|3 SAYLI PF|0|Az1092|BAKI-92|1092
1164|1164|103|3 SAYLI PF|0|Az1096|BAKI-96|1096
1165|1165|103|3 SAYLI PF|0|Az1104|BAKI-104|1104
1166|1166|103|3 SAYLI PF|0|Az1112|BAKI-112|1112
1167|1167|103|3 SAYLI PF|0|Az1118|BAKI-118|1118
1168|1168|103|3 SAYLI PF|0|Az1119|BAKI-119|1119
1169|1169|103|3 SAYLI PF|0|Az1121|BAKI-121|1121
1170|1170|103|3 SAYLI PF|0|Az1123|BAKI-123|1123
1171|1171|103|3 SAYLI PF|0|Az1126|BAKI-126|1126
1172|1172|103|3 SAYLI PF|0|Az1129|BAKI-129|1129
1173|1173|103|3 SAYLI PF|0|Az1131|BAKI-131|1131
1174|1174|103|3 SAYLI PF|0|Az1132|BAKI-132|1132
1175|1175|103|3 SAYLI PF|0|Az1133|BAKI-133|1133
1176|1176|103|3 SAYLI PF|0|Az1142|BAKI-142|1142
1177|1177|103|3 SAYLI PF|0|Az1149|BAKI-149|1149
1178|1178|103|3 SAYLI PF|1|Az1002|BAKI-1002/1PA|1002
1179|1179|103|3 SAYLI PF|1|Az1034|BAKI-1034/1PA|1034
1180|1180|103|3 SAYLI PF|1|Az1060|BAKI-1060/1PA|1060
1181|1181|103|3 SAYLI PF|1|Az1129|BAKI-1129/1PA|1129
1182|1182|103|3 SAYLI PF|1|Az1132|BAKI-1132/1PA|1132
1183|1183|103|3 SAYLI PF|1|Az1142|BAKI-1142/1PA|1142
1184|1184|104|4 SAYLI PF|0|Az1039|BAKI-39|1039
1185|1185|104|4 SAYLI PF|0|Az1041|BAKI-41|1041
1186|1186|104|4 SAYLI PF|0|Az1042|BAKI-42|1042
1187|1187|104|4 SAYLI PF|0|Az1043|BAKI-43|1043
1188|1188|104|4 SAYLI PF|0|Az1044|BAKI-44|1044
1189|1189|104|4 SAYLI PF|0|Az1045|BAKI-45|1045
1190|1190|104|4 SAYLI PF|0|Az1046|BAKI-46|1046
1191|1191|104|4 SAYLI PF|0|Az1049|BAKI-49|1049
1192|1192|104|4 SAYLI PF|0|Az1050|BAKI-50|1050
1193|1193|104|4 SAYLI PF|0|Az1056|BAKI-56|1056
1194|1194|104|4 SAYLI PF|0|Az1061|BAKI-61|1061
1195|1195|104|4 SAYLI PF|0|Az1064|BAKI-64|1064
1196|1196|104|4 SAYLI PF|0|Az1068|BAKI-68|1068
1197|1197|104|4 SAYLI PF|0|Az1076|BAKI-76|1076
1198|1198|104|4 SAYLI PF|0|Az1077|BAKI-77|1077
1199|1199|104|4 SAYLI PF|0|Az1088|BAKI-88|1088
1200|1200|104|4 SAYLI PF|0|Az1089|BAKI-89|1089
1201|1201|104|4 SAYLI PF|0|Az1090|BAKI-90|1090
1202|1202|104|4 SAYLI PF|0|Az1093|BAKI-93|1093
1203|1203|104|4 SAYLI PF|0|Az1094|BAKI-94|1094
1204|1204|104|4 SAYLI PF|0|Az1097|BAKI-97|1097
1205|1205|104|4 SAYLI PF|0|Az1120|BAKI-120|1120
1206|1206|104|4 SAYLI PF|0|Az1125|BAKI-125|1125
1207|1207|104|4 SAYLI PF|0|Az1127|BAKI-127|1127
1208|1208|104|4 SAYLI PF|0|Az1128|BAKI-128|1128
1209|1209|104|4 SAYLI PF|0|Az1150|BAKI-150|1150
1210|1210|104|4 SAYLI PF|0|Az1151|BAKI-151|1151
1211|1211|104|4 SAYLI PF|0|Az1156|Hava Limani Baki Gomruk|1156
1212|1212|104|4 SAYLI PF|1|Az1044|BAKI-44/1 PA Hava Limani|1044
1213|1213|104|4 SAYLI PF|1|Az1046|BAKI-46/2 PA Qala|1046
1214|1214|104|4 SAYLI PF|1|Az1046|BAKI-46/1 PA|1046
1215|1215|104|4 SAYLI PF|1|Az1094|BAKI-94/1 PA Bilgeh kordioloji|1094
1216|1216|105|5 SAYLI PF|0|Az1003|BAKI-3|1003
1217|1217|105|5 SAYLI PF|0|Az1004|BAKI-4|1004
1218|1218|105|5 SAYLI PF|0|Az1021|BAKI-21|1021
1219|1219|105|5 SAYLI PF|0|Az1023|BAKI-23|1023
1220|1220|105|5 SAYLI PF|0|Az1062|BAKI-62|1062
1221|1221|105|5 SAYLI PF|0|Az1063|BAKI-63|1063
1222|1222|105|5 SAYLI PF|0|Az1071|BAKI-71|1071
1223|1223|105|5 SAYLI PF|0|Az1079|BAKI-79|1079
1224|1224|105|5 SAYLI PF|0|Az1080|BAKI-80|1080
1225|1225|105|5 SAYLI PF|0|Az1081|BAKI-81|1081
1226|1226|105|5 SAYLI PF|0|Az1082|BAKI-82|1082
1227|1227|105|5 SAYLI PF|0|Az1083|BAKI-83|1083
1228|1228|105|5 SAYLI PF|0|Az1084|BAKI-84|1084
1229|1229|105|5 SAYLI PF|0|Az1085|BAKI-85|1085
1230|1230|105|5 SAYLI PF|0|Az1086|BAKI-86|1086
1231|1231|105|5 SAYLI PF|0|Az1137|BAKI-137|1137
1232|1232|105|5 SAYLI PF|0|Az1139|BAKI-139|1139
1233|1233|105|5 SAYLI PF|0|Az1140|BAKI-140|1140
1234|1234|105|5 SAYLI PF|0|Az1157|BAKI DENIZ LIMANI|1157
1235|1235|105|5 SAYLI PF|0|Az1158|Qobu Park PS|1158
1236|1236|105|5 SAYLI PF|0|Az1170|ELET Liman Gomruk|1170
1237|1237|105|5 SAYLI PF|1|Az1023||1023
1238|1238|105|5 SAYLI PF|1|Az1063|BAKI-63/1 PA|1063
1239|1239|105|5 SAYLI PF|1|Az1063|BAKI-63/2 PA|1063
1240|1240|105|5 SAYLI PF|1|Az1083|BAKI-83/1 PA|1083
1241|1241|105|5 SAYLI PF|1|Az1086||1086
1242|1242|106|6 SAYLI PF|0|Az1008|BAKI-8|1008
1243|1243|106|6 SAYLI PF|0|Az1029|BAKI-29|1029
1244|1244|106|6 SAYLI PF|0|Az1037|BAKI-37|1037
1245|1245|106|6 SAYLI PF|0|Az1038|BAKI-38|1038
1246|1246|106|6 SAYLI PF|0|Az1052|BAKI-52|1052
1247|1247|106|6 SAYLI PF|0|Az1053|BAKI-53|1053
1248|1248|106|6 SAYLI PF|0|Az1054|BAKI-54|1054
1249|1249|106|6 SAYLI PF|0|Az1059|BAKI-59|1059
